Entry Name,Entry Type,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Web Link,Web Link
2002 Honda VT750 VT 750 (SHADOW ACE 750),Item,S0FDOT7158,,,,,,,,1.0,units,,,0.0,"2002 Honda VT750 VT 750 (SHADOW ACE 750)
Motorcycle 
X84=HD74 5 cuts depths 1-3
Bike was not on site but the ignition yes, key code shows on it. (see image ""B93"")

On cutting machine for HD74 and select 2nd option ""HD74(20) {5}"" 
(see image)

It may also use the reverse keyway HD75=X138 so bring both just in case",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ghKGPThw129TZz7JGIMjkJHd8k86wGQuqt2I1RiB5ObF0UkvnEAbOQ==,https://lnk.sortly.co/v2/downloads/photo/v2_1MgbisughufyoqBRJo0pxVFtgfcY2dWp_S54jVtToef9HGJaA7VEJw==,https://lnk.sortly.co/v2/downloads/photo/v2_Bw8WIqemIK0O0vP86N1OhY_T49M7IUYg7TqRhMKICUfXC4YWM4ib5A==,,,,,,,
2003 Acura TL AKL Keyed,Item,S0FDOT5441,,,,,,,,1.0,units,,,0.0,"2003 Acura TL 
Hd103 test HD106 chip 
Code range 5001-8442
Key code on the glove box was very hard to see and we ended up using code by vin
(Picture below)

Programming with IM100 failed 
CK
Honda USA 
Choose Honda Accord 1998-2002 
Erase all keys
Follow steps 
Done",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Ii6ytppQfK-i7JQZJbKq7NqmoYhnkfsHNx-Ot61nbBD5HIjwcMZ0YQ==,https://lnk.sortly.co/v2/downloads/photo/v2_njeor8QeKsS1b__y96aa9rwAfrcjlHjiESYeSPk1uMZRytdQRR6u0w==,,,,,,,,
2003 Honda Accord AKL Keyed,Item,S0FDOT9210,,,,,,,,1.0,units,,,0.0,"2003 Honda Accord AKL Keyed

Code from trunk release/glovebox/trunk lock for cuts
HON66 test, HO03 chip
i026 RH
Programmed with CK",,Data base,Acura Honda,,,,,,,,,,,,,
2003 Honda Accord Ignition + Immobilizer were replaced,Item,S0FDOT6642,,,,,,,,1.0,units,,,0.0,"2003 Honda Accord
Ignition + immobilizer were replaced with a used one from a 2007 Honda Accord.
Pro pad was able to sync new immo and program new chip key Ho03
When PP ask for VIN, we need to insert the VIN of the current car we are working on.",,Data base,Acura Honda,,,,,,,,,,,,,
2003 Honda Accord SKP,Item,S0FDOT5511,,,,,,,,1.0,units,,,0.0,2003 Honda Accord - SKP. immo1. Add,,Data base,Acura Honda,,,,,,,,,,,,,
2003 Honda Civic Hybrid AKL BEWARE split year,Item,S0FDOT8914,,,,,,,,1.0,units,,,0.0,"2003 Honda Civic Hybrid AKL 
BEWARE split year.

App shows HON66 and HO01 chip key, but it was HD103 test and HD106 chip key.
Code from trunk release lock.
See image",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_f1abPlR2k12aOs2QBk8PUejIx31zg2Gk5_3pZTKHE7G21HiieBwORg==,,,,,,,,,
2003 Honda Element AKL Keyed,Item,S0FDOT5440,,,,,,,,1.0,units,,,0.0,"2003 Honda Element 
Ho01 chip 
Key code on the glove box, need to remove 2 screw and open it to see (picture below) 

Programming with im100 
Honda
Manual selection 
Element
Blade key
Immobilizer Honda
OK
OK
Key
All keys lost
Choose number of keys to program 
OK
Done",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_GmE_FdjqL4lf5Pc2utpE0niJd8-J_KCV1qdSC9jrMXNRmvqKc2mRsQ==,,,,,,,,,
2003 Honda Odyssey - HO01. F chip.,Item,S0FDOT4261,,,,,,,,1.0,units,,,0.0,"2003 Honda Odyssey - HO01. F chip. 
CK
Ck100.
Must choose 2003-2005 Pilot and multiple times till it succeeds.",,Data base,Acura Honda,,,,,,,,,,,,,
2003 Honda Odyssey AKL,Item,S0FDOT10525,,,,,,,,1.0,units,,,0.0,"2003 Honda Odyssey - AKL
Ho01 chip, hon66 test, Code from glove box lock",,Data base,Acura Honda,,,,,,,,,,,,,
2003 Honda Spirit AKL,Item,S0FDOT7775,,,,,,,,1.0,units,,,0.0,"2003 Honda Spirit AKL 
Motorcycle 
HD75 or HD74 
In our case, it was HD75 
5 cuts 3 depths.

Zack was NOT able to pick any lock, so there no way to remove and reach the code.

Came back with accureader. 
FounD incorrect cuts that were close enough to make it turn, allowed us to remove gas cap lock.
Code was stamped on it (see image)",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_NuAz_TclfpawbMb2BApUeZnASacpwS46wIgRs0d-rs8fc2M9SMhn-Q==,https://lnk.sortly.co/v2/downloads/photo/v2_83pkSoQs7jBwwsjUMHdYQQW1WMnl3gNDtiLBMc2X7-zmX1aU0McwEA==,,,,,,,,
2003 Honda VTX 1800 - AKL Keyed,Item,S0FDOT7014,,,,,,,,1.0,units,,,0.0,"2003 Honda VTX 1800 - AKL Keyed
HD63. Code on gas cap",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_goqr91End3kSyUbpXFOjjXZgaAvNdTBzas0xv5-0zYKjJDnh4qXqCA==,https://lnk.sortly.co/v2/downloads/photo/v2_M4-kocB-MDrX7t89cP9ObGNODMqRqYCLHYW-I4DS1HG5YDDsoM2oxA==,https://lnk.sortly.co/v2/downloads/photo/v2_NFlFkg6-0kfEpInW9IxQFG2To1f5Y6ViFNmqLYjjT4QVLPuPsUyswg==,https://lnk.sortly.co/v2/downloads/photo/v2_RU0H9vjMN_Nwf47zpV8W-i5slELte50bHAaNTUXe51F2EPMqB4hqEg==,,,,,,
2003-2007 Honda Accord - RH,Item,S0FDOT3701,,,,,,,,1.0,units,,,0.0,"2003-2007 Honda Accord - RH (Remote head). Chip and remote separately. 12+ battery must. 
Remote on board: 
1. Have test key and RH ready in hand. 
2. Get in car all doors CLOSED but UNLOCKED
3. Test key in ignition RH in your left hand finger ready on LOCK (not pressed yet)

No more than 5 seconds between each step from now on

4. Do this 3 times 
• IGN ON
• 1 sec press on LOCK
• IGN OFF 
5. Do this 1 times 
• IGN ON
• 1 sec press on LOCK
• KEEP IGNITION ON 

6. Door locks will cycle 
7. Press LOCK one last time. 
8. IGN OFF - Done",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Acura MDX AKL Keyed,Item,S0FDOT6921,,,,,,,,1.0,units,,,0.0,"2004 Acura MDX AKL Keyed
HD103 HD106 Chip
We got code by vin
(BEWARE tricky car sometimes there is no code on any lock so prepare vin code as back up.)

Programmed with CK 
Under Acura it failed ""ECU not found""
Tried other Acura models and also Honda Accord and Civic, worked under Civic 01-02.
Select erase all keys and follow ""on and off"" instructions",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Acura RL - AKL,Item,S0FDOT3401,,,,,,,,1.0,units,,,0.0,"VVDI2 + VVDI PROG
In circuits 8 leg EEPROM using 
eeprom clip. 

Use super chip (or T5) + shell.
HD106 didn’t work. 

Target module: Immo box “Honda Lock MFG”
Target device: 93C46

Pull room leg canopy and see the device directly underneath the column. See image. 2-3 easy plugs and it’s out. 

Locate 8 leg 93LC46B
(Can also be L46AR) 

VVDI Prog
EEPROM
Microchip(clip)
93C46B
Read & save 

VVDI2
Transponder programmer 
Immo data tool 
Asia-Honda-Civic-93C46
Load eeprom 

Select any key except 1 as it’s usually the spot for the red key. 

I selected #2

Super chip in VVDI2
Make dealer key
Key ready to start the car 
Connect Immo box & test it.",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Acura TL AKL Keyed,Item,S0FDOT8951,,,,,,,,1.0,units,,,0.0,"2004 Acura TL Keyed AKL 
HD103 test HD108 chip key 
Used Code by vin
Programmed with PP",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda Accord,Item,S0FDOT9969,,,,,,,,1.0,units,,,0.0,"2004 Honda Accord - Ignition cylinder repair + housing repair.

Inside female part tested and turned ok, but after repairing the cylinder it got stuck.

Steering wheel wasn’t even locked. 

Drill square plate of the housing in the spot as in the image below to free up the housing.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_jZg2IpEzOQrmrx6nxyVO4HmGTC-x1b4pW9fD5kjre8keX38SSfynZw==,,,,,,,,,
2004 Honda Accord,Item,S0FDOT4196,,,,,,,,1.0,units,,,0.0,"2004 Honda Accord 

Test key HON66
Chip Key HO03
Key code for cuts in Trunk release lock, last 4 characters.


Propad specific Programing:
Immobiliser
Auto
follow on screen instructions (hit ok - Turn ign switch to ON position)
get type of code
On the menu screen, Select:
Key
All Keys lost
Insert how many keys to register
Follow screen instructions:
Turn Ign switch to on
Turn Ign switch to Off

Done",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda CBR600 - AKL,Item,S0FDOT7798,,,,,,,,1.0,units,,,0.0,"2004 Honda CBR600 - AKL
Motorcycle
HON70 reader, HD109 / X265 / HD114 metal key.
Ignition 1-8 / Gas cap 4-8 / Seat 2-6
Code series: J00-U99.
On Lockcodes select: Honda motorcycle 1998+.
Beware: plastic head keys are shorter than full metal key.
In our case, full metal key would not work, but plastic head did",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda CRV Ignition Repair,Item,S0FDOT5820,,,,,,,,1.0,units,,,0.0,"2004 Honda CRV CR-V 
Honda ignition repair 
After we repaired the ignition we discovered the part which turns inside the housing is also stuck so even with a good ignition the car wont turn to any position. 
There is a solution for it.
(Roman improvisation) 
Drill a specific point below the ignition and remove one of the springs. 
Pictures below",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda Civic - AKL. Pro pad and ck failed.,Item,S0FDOT4623,,,,,,,,1.0,units,,,0.0,"2004 Honda Civic - AKL. Pro pad and ck failed.

Had to select 
Honda USA
03-04 Odyssey 
Erase all key 
(Add a key can’t be done).",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda Civic SKP,Item,S0FDOT5513,,,,,,,,1.0,units,,,0.0,2004 Honda Civic - SKP. H001 - immo 1,,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda Element Ho01 F chip,Item,S0FDOT4419,,,,,,,,1.0,units,,,0.0,"2004 Honda Element
Ho01 F chip 
programmed with ck 
it didn't let us program when we choose Element
tried to chose Civic 03 and it worked fine",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Honda Odyssey Ho01 F chip,Item,S0FDOT4432,,,,,,,,1.0,units,,,0.0,"2004 Honda Odyssey
Ho01 F chip 
key code is on the glove box very clear 
last for digits 
this car might be tricky to program 
We tried pro pad but didnt work 
we tried ck with several models and it didnt work 
IM100 did with no problem 
Ck did it in already several times 
need to keep trying and chose Honda pilot many times until it connect.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_F3Bg33EvHJ8iQbhnYtIff4osWsfaf-ag7FbGS9Y3ba6ftcE8pn_yrg==,,,,,,,,,
2004 Honda S2000 AKL,Item,S0FDOT8548,,,,,,,,1.0,units,,,0.0,"2004 Honda S2000 - AKL
HO01 chip.
Done with Smart pro. 
This model may have a red PTS button left side of steering wheel, but key must still be used in ignition for the PTS button to start the car.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_kMT1rDBNqepcI8P74PIBmbHJ2rLi6CXfXiG5rqjnCjkISjaJnrMA6A==,https://lnk.sortly.co/v2/downloads/photo/v2_GTJk_ZjBcSsvgjwnuy2sn32vcTdEZ2XcXARMcvbxA3Yaw8MnVMgB7g==,,,,,,,,
2004 Honda pilot CK,Item,S0FDOT3577,,,,,,,,1.0,units,,,0.0,"2004 Honda pilot
Key hon66 
""just tried over and over and over on the 03-05 pilot and for whatever reason it all of a sudden worked""

Honda cars that use this key can be problematic to program, keep trying several times until it works.

CK try many times Pilot 03-05 until works",,Data base,Acura Honda,,,,,,,,,,,,,
2004 Hyundai Elantra AKL Keyed,Item,S0FDOT6791,,,,,,,,1.0,units,,,0.0,"2004 Hyundai Elantra AKL Keyed
HYN11 lishi or code by vin
HY14 metal key

LISHI NOTES:
Per the app it has all the 8 cuts on doors and ignition, however, tech only felt 6 cuts in the door. 
Tech sent: ??432211 < we did not find a match
Cuts by vin were: 43221134

Conclusion
Cuts on the door lock are in positions 1-6 (let the tech know this may be the case)
In our case our correct way to find the cuts from lishi would have be ""432211??""",,Data base,Acura Honda,,,,,,,,,,,,,
2005 - 2013 Acura RL,Item,S0FDOT5920,,,,,,,,1.0,units,,,0.0,"2005 - 2013 Acura RL 
Is push to start only 
Keyway on the doors is HD103
https://www.transponderisland.com/2005-2012-acura-rl-smart-key.html

2005 Acura RL
2006 Acura RL
2007 Acura RL
2008 Acura RL
2009 Acura RL
2010 Acura RL
2011 Acura RL
2012 Acura RL
2013 Acura RL",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Acura RL AKL IM100,Item,S0FDOT6509,,,,,,,,1.0,units,,,0.0,"2005 Acura RL 
Its a push to start model with twist knob style ignition
AKL was done with IM100 - Programmed emergency blade with chip on it.
We used code by VIN but can be possible to get from glove box lock, HD103 test , Emergency blade with CHIP Philips 46 
Please note: Avoid using HD108 because it got stuck in the ignition.",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Acura RL AKL P2s PTS Twist knob,Item,S0FDOT7854,,,,,,,,1.0,units,,,0.0,"2005 Acura RL AKL P2s PTS Twist knob 
System you can make only E blade with chip, if customer is low in budget
HD103 test TACU21 chip key (E blade)
For cuts need code by vin or try lishi HON58R (hard lishi)
IM100 failed (it never let us communicate nor turn ignition on position)
SP worked",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Acura RSX AKL Keyed,Item,S0FDOT7114,,,,,,,,1.0,units,,,0.0,"2005 Acura RSX AKL Keyed
HD103 test HD106 chip 
NO CODE ON ANY LOCK that was found in this case. 
Code by vIn. 
Programming should be AKL/erase all keys with  CK / IM /PP (this case used IM100)",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Acura TL AKL Keyed,Item,S0FDOT8952,,,,,,,,1.0,units,,,0.0,"2005 Acura TL Keyed AKL 
HD103 test HD108 chip key 
Code on blove box lock was impossible to see. Used Code by vin
Programmed with PP",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7GIK-fJKbCKd24XOLXoLBUiMergUN7JLNEq_u1vze0-_TDZT0fLOng==,,,,,,,,,
2005 Acura TSX AKL,Item,S0FDOT4973,,,,,,,,1.0,units,,,0.0,"2005 Acura TSX AKL
HD103 test, HD108 chip key
Programming with CK",,Data base,Acura Honda,,,,,,,,,,,,,
2005 HONDA CRV CR-V Aftermarket immobilizer programming,Item,S0FDOT6753,,,,,,,,1.0,units,,,0.0,"2005 HONDA CRV CR-V Aftermarket immobilizer programming
We were able to reprogram cx old key by SYNC (synchronizing) the new immobilizer with ecu.
PPF/PPB 
Honda> Immo>Auto>IGN ON>Replace immobilizer ECU
DONE",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Honda Accord CK,Item,S0FDOT5556,,,,,,,,1.0,units,,,0.0,2005 Honda Accord - CK,,Data base,Acura Honda,,,,,,,,,,,,,
2005 Honda Accord Ho03 chip key,Item,S0FDOT4415,,,,,,,,1.0,units,,,0.0,"2005 Honda Accord 
HON66 test Ho03 chip key 
key code from trunk release lock (very easy access)
code was N191
NOTE: if the code is clear like in the picture you can guide tech to only cut the chip key and skip the test key.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_3uNj257slas3IAqQaXoShV8OyN6_lkLrO80_wyKRsOprbQbKIyYwVg==,,,,,,,,,
2005 Honda Element AKL Keyed,Item,S0FDOT7448,,,,,,,,1.0,units,,,0.0,"2005 Honda Element AKL Keyed
Ho01 F chip 
Programmed with im100 
Per tech there was no way to get a code from any of the locks and we ended up do code by vin.

Maybe glove box",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Honda Odyssey Ignition Repair,Item,S0FDOT6688,,,,,,,,1.0,units,,,0.0,"2005 Honda Odyssey High security ignition repair 
This note should be same for all 2003-2010 Honda ignition repairs when the key-way is HON66

We removed the ignition and tried to turn the interior part with a flat head screw driver and it turned fine, after repairing the ignition the normal way we do, we inserted it back and it was stuck and didn't turn. 
Solution:
Drill a small hole in a square shape metal part underneath the ignition housing and remove one spring that release the ignition and let it turn",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_TBnIxuNQAPTxBnkciHncmSiNivZVttCqJ1T7xcM4sYN817gSU9PK1Q==,https://lnk.sortly.co/v2/downloads/photo/v2_y5rLXVgh7qbrzgvDxhoBqgwqtiGscAEhfJ4q0xQVZza0vkQvFGPcNA==,,,,,,,,
2005 Honda Pilot CK,Item,S0FDOT5560,,,,,,,,1.0,units,,,0.0,"2005 Honda Pilot - 
hon66 test 
Ho03 chip
Programming with IM100 / CK 
choose pilot 06-09
Code on glove box lock, easy to remove and code is pretty easy to read (last 4 digits) (pictures below)",,Data base,Acura Honda,,,,,,,,,,,,,
2005 Honda Pilot Ho03 Ck /IM/ PPB,Item,S0FDOT8494,,,,,,,,1.0,units,,,0.0,"2005 Honda Pilot
Code on glove box (picture below)
Chip key Ho03 test HON66 
Ck /IM/ PPB",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_qkQQY3p4S6Nt02kWI5iMbEkoZ9G-p8GuNFUhNxaguVzC_YqCWBdx_Q==,,,,,,,,,
2006 Acura RL AKL P2S with twist knob ignition.,Item,S0FDOT8858,,,,,,,,1.0,units,,,0.0,"2006 Acura RL AKL p2s with twist knob ignition.
Im100 didn't work (maybe because we were not foing it correctly)

Pp worked 
Used TACU20R $140
Cut the E blade first (PREPARE FOR NEEDING code by vin) check code on glove box first.
Honda 
Smart key 
Tyoe 1 Knob
We had to try several times until it worked.
When asking how many keys type ""01"" instead of ""1"" 
Follow steps",,Data base,Acura Honda,,,,,,,,,,,,,
2006 Acura TL AKL Keyed,Item,S0FDOT8950,,,,,,,,1.0,units,,,0.0,"2006 Acura TL Keyed AKL 
HD103 test HD108 chip key 
Used Code by vin, if there is no code on file you need to get code from glove box lock or do lishi. 
See images for code location and removal needed.
Programmed with IM100",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_tCaAODycgH_0rL4ClZWUrYBiBmF8el9B1Nu5354DIjkXPAnddNbR5g==,https://lnk.sortly.co/v2/downloads/photo/v2_jKSvrsneDRIa9cSGKMYCGu535cmmky4A9Cm2hn1ChOlqzrmDHguvSg==,https://lnk.sortly.co/v2/downloads/photo/v2_Lfrpz67pgfUn8qFub7EwpZUE6Fb0wQTSWzHfn7Bg9NVi37Gu3aja-g==,,,,,,,
2006 HONDA VTX1300C AKL,Item,S0FDOT9096,,,,,,,,1.0,units,,,0.0,"2006 HONDA VTX1300C AKL 
HD74 / HD63 / X84 
Metal key + code from gas cup 
Its a 3 digit code - one letter + two numbers 
Tech sent ""B98"" 
Translate with lockcodes = 1	 1 2	 3 3",,Data base,Acura Honda,,,,,,,,,,,,,
2006 Honda Accord CK,Item,S0FDOT5557,,,,,,,,1.0,units,,,0.0,"2006 Honda Accord 2006 - CK. battery 12+

HON66 Test Key 
HO03 Chip Key 
Code from glovebox/trunk/trunk release lock",,Data base,Acura Honda,,,,,,,,,,,,,
2006 Honda CR-V,Item,S0FDOT4391,,,,,,,,1.0,units,,,0.0,"2006 Honda CR-V

HO01 test blade
HO01 chip key

Code series: 
K / M / L / N
+ 3 numbers

Key code found on glove box lock (Can be on trunk release lock as well)
(Pictures of lock removal and code location below)


Program with CK
Honda

CR-V 2002-2006

Erase all keys

Number of keys (1)

Follow CK instructions

Note: First key did not work as it came defective, had to use another chip key
In these cases to make sure that the first key is defective, we can try programming a 2nd uncut chip key and if programming works on it, we can proceed to cut it",,Data base,Acura Honda,,,,,,,,,,,,,
2006 Honda Civic Ho03,Item,S0FDOT6582,,,,,,,,1.0,units,,,0.0,"2006 Honda Civic 
Ho03 chip 
Code was obtained from trunk release lock (picture below)
When converting the code to cuts we need to add a ""1"" at the end of each row

RH will program WITH the chip on 06+ Civic models. 

Keep in mind trunk button on the remote will only be effective if this car has electronic trunk unlocking feature. Some of them only have door locking and unlocking built in. 

Sometimes it doesnt have code trunk or trunk release locks and if so, will need to do code by vin or lishi.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_9B_UOiDouZn2L1jNM8D6akau8qUIqHphwl1nNnEOeIjHssls0IKVYA==,,,,,,,,,
2006 Honda Element AKL (Split year),Item,S0FDOT10106,,,,,,,,1.0,units,,,0.0,"2006 Honda Element AKL (Split year) 
Hon66 test, chip key can be Ho01 or Ho03
(All Supliers show ho03)",,Data base,Acura Honda,,,,,,,,,,,,,
2006 Honda Odyssey Minivan AKL KEYED,Item,S0FDOT3086,,,,,,,,1.0,units,,,0.0,"2006 Honda Odyssey Minivan AKL 
HON66 Test, Ho03 chip. Code was found on the glove-box lock cylinder (SEE PICTURE)
Tech was not able to translate that code bu we can do it with no problem on ""Lockcodes"" (SEE PICTURE)
Programmed chip key with CK (took tech 3 attempts until it worked)
It was an old broken car.",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_6ucVuO2H2CKmqhPVQBI1325sKdT_retW6n81ouztm6yrWTYYj-Voiw==,https://lnk.sortly.co/v2/downloads/photo/v2_Y3j_Fh2LvaPZpBdV1FxqY1HPSjITxq2TVL66wXWzI2ipftu58ePZwg==,,,,,,,,
2007 ACURA MDX AKL HO03 chip,Item,S0FDOT8851,,,,,,,,1.0,units,,,0.0,"2007 ACURA MDX AKL
HON66 test HO03 chip 
Programming ck im pp

BEWARE 
No code in any lock 
Make sure you have a tech who can do lidhi or code by vin.",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Acura MDX,Item,S0FDOT4028,,,,,,,,1.0,units,,,0.0,"2007 Acura MDX
CK can program key",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Acura MDX Ignition Repair,Item,S0FDOT6578,,,,,,,,1.0,units,,,0.0,"2007 Acura MDX 
Ignition repair same as any other Honda high security",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Acura RL - PTS. AKL.,Item,S0FDOT4922,,,,,,,,1.0,units,,,0.0,"2007 Acura RL AKL P2S 
Can start this car with a transponder E-key.
Smart Pro programmed the E-key via Type 9",,Data base,Acura Honda,,,,,,,,,,,,,
2007 HONDA Civic,Item,S0FDOT4512,,,,,,,,1.0,units,,,0.0,"2007 HONDA Civic
Key code from trunk release lock (was a bit difficult to see the letter and 3 numbers after it)
Ho01 test 
Ho03 chip 
Program with CK 
Picture below",,Data base,Acura Honda,,,,https://lnk.sortly.co/v2/downloads/photo/v2_9v-qkJE8Avi4MV-XEVVNb-fJu6ea3qDNIFbXikAMqZxqH26nHX6qCQ==,,,,,,,,,
2007 Honda Accord CK,Item,S0FDOT5558,,,,,,,,1.0,units,,,0.0,"2007 Honda Accord - CK. (choose 'HONDA', NOT 'HONDA USA', and than choose '2006 type 1')",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Honda Accord Ho03,Item,S0FDOT8654,,,,,,,,1.0,units,,,0.0,"2007 Honda Accord
Hon66 test key Ho03 chip key
This one did not have easy sidescrew lock.
No trunk lock or glovebox either - We got code by vin.
Programmed by CK",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Honda CR-V SKP,Item,S0FDOT5515,,,,,,,,1.0,units,,,0.0,2007 Honda CR-V - SKP. immo 3 choose 'add remote',,Data base,Acura Honda,,,,,,,,,,,,,
2007 Honda Civic AKL,Item,S0FDOT9216,,,,,,,,1.0,units,,,0.0,"2007 Honda Civic - AKL
x1 HO03 & x1 Xhorse flip made.
We used i4941 13cp
(Wireless remote blue bag) 
Alo Cust paid $350 total 

IM100, chose AKL
Remote & chip program together 

If making universal flip ensure you have Xhorse HON66 FTB (flip test blade).",,Data base,Acura Honda,,,,,,,,,,,,,
2007 Honda Civic SKP,Item,S0FDOT5514,,,,,,,,1.0,units,,,0.0,2007 Honda Civic - SKP. immo 3 choose 'add remote',,Data base,Acura Honda,,,,,,,,,,,,,
